1, private, profundis:amethyst_caves, MONSTER, minecraft:spider, 80, 4, 4
623, private, minecraft:end_barrens, MONSTER, minecraft:silverfish, 40, 4, 4
624, private, minecraft:end_barrens, MONSTER, minecraft:enderman, 30, 4, 4
625, private, minecraft:end_highlands, MONSTER, minecraft:enderman, 17, 3, 3
626, private, minecraft:end_highlands, MONSTER, minecraft:hoglin, 8, 3, 3
627, private, minecraft:end_midlands, MONSTER, minecraft:enderman, 10, 3, 3
628, private, far_end:end_wilds, MONSTER, minecraft:enderman, 10, 4, 4
629, private, far_end:end_wilds, MONSTER, minecraft:skeleton, 10, 3, 3
630, private, far_end:ender_waste, MONSTER, minecraft:enderman, 20, 4, 4
631, private, far_end:ender_waste, MONSTER, minecraft:skeleton, 7, 2, 3
632, badlands, minecraft:eroded_badlands, MONSTER, minecraft:spider, 80, 4, 4
633, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
634, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
635, badlands, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
636, badlands, minecraft:eroded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
637, badlands, minecraft:eroded_badlands, MONSTER, minecraft:slime, 80, 4, 4
638, badlands, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 10, 1, 4
639, badlands, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
640, badlands, minecraft:eroded_badlands, MONSTER, mythicmobs:chupacabra, 20, 1, 1
641, badlands, minecraft:eroded_badlands, MONSTER, mythicmounts:dragon, 80, 1, 1
642, badlands, minecraft:eroded_badlands, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
643, badlands, minecraft:eroded_badlands, CREATURE, mythicmobs:drake, 5, 1, 4
644, badlands, minecraft:eroded_badlands, CREATURE, mythicmobs:kobold, 10, 3, 6
645, badlands, minecraft:eroded_badlands, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
646, badlands, minecraft:eroded_badlands, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
647, badlands, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
648, badlands, minecraft:eroded_badlands, AMBIENT, mythicmounts:firebird, 5, 1, 1
649, badlands, minecraft:eroded_badlands, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
650, badlands, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
651, badlands, minecraft:eroded_badlands, WILDERWILDTUMBLEWEED, wilderwild:tumbleweed, 60, 1, 1
652, private, far_end:flesh_tundra, MONSTER, minecraft:cave_spider, 20, 2, 3
653, private, far_end:flesh_tundra, MONSTER, minecraft:zombified_piglin, 42, 4, 4
654, private, profundis:floral_lush_caves, MONSTER, minecraft:spider, 80, 4, 4
655, private, profundis:floral_lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
656, private, profundis:floral_lush_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
657, private, profundis:floral_lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
658, private, profundis:floral_lush_caves, MONSTER, minecraft:creeper, 80, 4, 4
659, private, profundis:floral_lush_caves, MONSTER, minecraft:slime, 80, 4, 4
660, private, profundis:floral_lush_caves, MONSTER, minecraft:enderman, 10, 1, 4
661, private, profundis:floral_lush_caves, MONSTER, minecraft:witch, 5, 1, 1
662, private, profundis:floral_lush_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
663, private, profundis:floral_lush_caves, MONSTER, mythicmounts:dragon, 80, 1, 1
664, private, profundis:floral_lush_caves, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
665, private, profundis:floral_lush_caves, CREATURE, mythicmobs:drake, 5, 1, 4
666, private, profundis:floral_lush_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
667, private, profundis:floral_lush_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
668, private, profundis:floral_lush_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
669, private, profundis:floral_lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
670, private, profundis:floral_lush_caves, AMBIENT, mythicmounts:firebird, 5, 1, 1
671, private, profundis:floral_lush_caves, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
672, private, profundis:floral_lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
673, private, profundis:floral_lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
674, private, profundis:floral_lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
675, private, wilderwild:flower_field, MONSTER, minecraft:spider, 80, 4, 4
676, private, wilderwild:flower_field, MONSTER, minecraft:zombie, 80, 4, 4
677, private, wilderwild:flower_field, MONSTER, minecraft:zombie_villager, 5, 1, 1
678, private, wilderwild:flower_field, MONSTER, minecraft:skeleton, 80, 4, 4
679, private, wilderwild:flower_field, MONSTER, minecraft:creeper, 80, 4, 4
680, private, wilderwild:flower_field, MONSTER, minecraft:slime, 80, 4, 4
681, private, wilderwild:flower_field, MONSTER, minecraft:enderman, 10, 1, 4
682, private, wilderwild:flower_field, MONSTER, minecraft:witch, 5, 1, 1
683, private, wilderwild:flower_field, MONSTER, mythicmobs:chupacabra, 20, 1, 1
684, private, wilderwild:flower_field, MONSTER, mythicmounts:dragon, 80, 1, 1
685, private, wilderwild:flower_field, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
686, private, wilderwild:flower_field, CREATURE, minecraft:sheep, 12, 4, 4
687, private, wilderwild:flower_field, CREATURE, minecraft:pig, 10, 4, 4
688, private, wilderwild:flower_field, CREATURE, minecraft:chicken, 10, 4, 4
689, private, wilderwild:flower_field, CREATURE, minecraft:cow, 8, 4, 4
690, private, wilderwild:flower_field, CREATURE, minecraft:horse, 5, 2, 6
691, private, wilderwild:flower_field, CREATURE, minecraft:donkey, 5, 1, 3
692, private, wilderwild:flower_field, CREATURE, minecraft:rabbit, 8, 2, 5
693, private, wilderwild:flower_field, CREATURE, mythicmobs:drake, 5, 1, 4
694, private, wilderwild:flower_field, CREATURE, mythicmobs:kobold, 10, 3, 6
695, private, wilderwild:flower_field, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
696, private, wilderwild:flower_field, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
697, private, wilderwild:flower_field, AMBIENT, minecraft:bat, 10, 8, 8
698, private, wilderwild:flower_field, AMBIENT, mythicmounts:firebird, 5, 1, 1
699, private, wilderwild:flower_field, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
700, private, wilderwild:flower_field, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
701, forest, minecraft:flower_forest, MONSTER, minecraft:spider, 80, 4, 4
702, forest, minecraft:flower_forest, MONSTER, minecraft:zombie, 80, 4, 4
703, forest, minecraft:flower_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
704, forest, minecraft:flower_forest, MONSTER, minecraft:skeleton, 80, 4, 4
705, forest, minecraft:flower_forest, MONSTER, minecraft:creeper, 80, 4, 4
706, forest, minecraft:flower_forest, MONSTER, minecraft:slime, 80, 4, 4
707, forest, minecraft:flower_forest, MONSTER, minecraft:enderman, 10, 1, 4
708, forest, minecraft:flower_forest, MONSTER, minecraft:witch, 5, 1, 1
709, forest, minecraft:flower_forest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
710, forest, minecraft:flower_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
711, forest, minecraft:flower_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
712, forest, minecraft:flower_forest, CREATURE, minecraft:sheep, 12, 4, 4
713, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 10, 4, 4
714, forest, minecraft:flower_forest, CREATURE, minecraft:chicken, 10, 4, 4
715, forest, minecraft:flower_forest, CREATURE, minecraft:cow, 8, 4, 4
716, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 5, 2, 3
717, forest, minecraft:flower_forest, CREATURE, mythicmobs:drake, 5, 1, 4
718, forest, minecraft:flower_forest, CREATURE, mythicmobs:kobold, 10, 3, 6
719, forest, minecraft:flower_forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
720, forest, minecraft:flower_forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
721, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 10, 2, 4
722, forest, minecraft:flower_forest, AMBIENT, minecraft:bat, 10, 8, 8
723, forest, minecraft:flower_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
724, forest, minecraft:flower_forest, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
725, forest, minecraft:flower_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
726, forest, minecraft:forest, MONSTER, minecraft:spider, 80, 4, 4
727, forest, minecraft:forest, MONSTER, minecraft:zombie, 80, 4, 4
728, forest, minecraft:forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
729, forest, minecraft:forest, MONSTER, minecraft:skeleton, 80, 4, 4
730, forest, minecraft:forest, MONSTER, minecraft:creeper, 80, 4, 4
731, forest, minecraft:forest, MONSTER, minecraft:slime, 80, 4, 4
732, forest, minecraft:forest, MONSTER, minecraft:enderman, 10, 1, 4
733, forest, minecraft:forest, MONSTER, minecraft:witch, 5, 1, 1
734, forest, minecraft:forest, MONSTER, soulsweapons:big_chungus, 20, 4, 8
735, forest, minecraft:forest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
736, forest, minecraft:forest, MONSTER, mythicmounts:dragon, 80, 1, 1
737, forest, minecraft:forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
738, forest, minecraft:forest, CREATURE, minecraft:sheep, 12, 4, 4
739, forest, minecraft:forest, CREATURE, minecraft:pig, 10, 4, 4
740, forest, minecraft:forest, CREATURE, minecraft:chicken, 10, 4, 4
741, forest, minecraft:forest, CREATURE, minecraft:cow, 8, 4, 4
742, forest, minecraft:forest, CREATURE, minecraft:wolf, 5, 4, 4
743, forest, minecraft:forest, CREATURE, mythicmobs:drake, 5, 1, 4
744, forest, minecraft:forest, CREATURE, mythicmobs:kobold, 10, 3, 6
745, forest, minecraft:forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
746, forest, minecraft:forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
747, forest, minecraft:forest, CREATURE, minecraft:rabbit, 10, 2, 4
748, forest, minecraft:forest, AMBIENT, minecraft:bat, 10, 8, 8
749, forest, minecraft:forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
750, forest, minecraft:forest, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
751, forest, minecraft:forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
752, private, stellarity:frosted_hills, MONSTER, minecraft:enderman, 10, 4, 4
753, private, stellarity:frosted_hills, MONSTER, minecraft:skeleton, 20, 3, 4
754, private, profundis:frozen_caves, MONSTER, minecraft:spider, 80, 4, 4
755, private, profundis:frozen_caves, MONSTER, minecraft:zombie, 80, 4, 4
756, private, profundis:frozen_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
757, private, profundis:frozen_caves, MONSTER, minecraft:skeleton, 80, 4, 4
758, private, profundis:frozen_caves, MONSTER, minecraft:creeper, 80, 4, 4
759, private, profundis:frozen_caves, MONSTER, minecraft:slime, 80, 4, 4
760, private, profundis:frozen_caves, MONSTER, minecraft:enderman, 10, 1, 4
761, private, profundis:frozen_caves, MONSTER, minecraft:witch, 5, 1, 1
762, private, profundis:frozen_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
763, private, profundis:frozen_caves, MONSTER, mythicmounts:dragon, 80, 1, 1
764, private, profundis:frozen_caves, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
765, private, profundis:frozen_caves, CREATURE, mythicmobs:drake, 5, 1, 4
766, private, profundis:frozen_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
767, private, profundis:frozen_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
768, private, profundis:frozen_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
769, private, profundis:frozen_caves, AMBIENT, minecraft:bat, 10, 8, 8
770, private, profundis:frozen_caves, AMBIENT, mythicmounts:firebird, 5, 1, 1
771, private, profundis:frozen_caves, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
772, private, profundis:frozen_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
773, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
774, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
775, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
776, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
777, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
778, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
779, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 10, 1, 4
780, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
781, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 5, 1, 1
782, ocean, minecraft:frozen_ocean, MONSTER, mythicmobs:chupacabra, 20, 1, 1
783, ocean, minecraft:frozen_ocean, MONSTER, mythicmounts:dragon, 80, 1, 1
784, ocean, minecraft:frozen_ocean, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
785, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 5, 1, 2
786, ocean, minecraft:frozen_ocean, CREATURE, mythicmobs:drake, 5, 1, 4
787, ocean, minecraft:frozen_ocean, CREATURE, mythicmobs:kobold, 10, 3, 6
788, ocean, minecraft:frozen_ocean, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
789, ocean, minecraft:frozen_ocean, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
790, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
791, ocean, minecraft:frozen_ocean, AMBIENT, mythicmounts:firebird, 5, 1, 1
792, ocean, minecraft:frozen_ocean, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
793, ocean, minecraft:frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
794, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
795, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
796, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:spider, 80, 4, 4
797, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
798, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
799, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
800, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:creeper, 80, 4, 4
801, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
802, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 10, 1, 4
803, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
804, extreme_hills, minecraft:frozen_peaks, MONSTER, mythicmobs:chupacabra, 20, 1, 1
805, extreme_hills, minecraft:frozen_peaks, MONSTER, mythicmounts:dragon, 80, 1, 1
806, extreme_hills, minecraft:frozen_peaks, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
807, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 5, 1, 3
808, extreme_hills, minecraft:frozen_peaks, CREATURE, mythicmobs:drake, 5, 1, 4
809, extreme_hills, minecraft:frozen_peaks, CREATURE, mythicmobs:kobold, 10, 3, 6
810, extreme_hills, minecraft:frozen_peaks, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
811, extreme_hills, minecraft:frozen_peaks, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
812, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
813, extreme_hills, minecraft:frozen_peaks, AMBIENT, mythicmounts:firebird, 5, 1, 1
814, extreme_hills, minecraft:frozen_peaks, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
815, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
816, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
817, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
818, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
819, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
820, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 80, 4, 4
821, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
822, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 10, 1, 4
823, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
824, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 5, 1, 1
825, river, minecraft:frozen_river, MONSTER, mythicmobs:chupacabra, 20, 1, 1
826, river, minecraft:frozen_river, MONSTER, mythicmounts:dragon, 80, 1, 1
827, river, minecraft:frozen_river, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
828, river, minecraft:frozen_river, CREATURE, mythicmobs:drake, 5, 1, 4
829, river, minecraft:frozen_river, CREATURE, mythicmobs:kobold, 10, 3, 6
830, river, minecraft:frozen_river, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
831, river, minecraft:frozen_river, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
832, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
833, river, minecraft:frozen_river, AMBIENT, mythicmounts:firebird, 5, 1, 1
834, river, minecraft:frozen_river, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
835, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
836, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 5, 1, 4
837, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
838, forest, minecraft:grove, MONSTER, minecraft:spider, 80, 4, 4
839, forest, minecraft:grove, MONSTER, minecraft:zombie, 80, 4, 4
840, forest, minecraft:grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
841, forest, minecraft:grove, MONSTER, minecraft:skeleton, 80, 4, 4
842, forest, minecraft:grove, MONSTER, minecraft:creeper, 80, 4, 4
843, forest, minecraft:grove, MONSTER, minecraft:slime, 80, 4, 4
844, forest, minecraft:grove, MONSTER, minecraft:enderman, 10, 1, 4
845, forest, minecraft:grove, MONSTER, minecraft:witch, 5, 1, 1
846, forest, minecraft:grove, MONSTER, mythicmobs:chupacabra, 20, 1, 1
847, forest, minecraft:grove, MONSTER, mythicmounts:dragon, 80, 1, 1
848, forest, minecraft:grove, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
849, forest, minecraft:grove, CREATURE, minecraft:sheep, 12, 4, 4
850, forest, minecraft:grove, CREATURE, minecraft:pig, 10, 4, 4
851, forest, minecraft:grove, CREATURE, minecraft:chicken, 10, 4, 4
852, forest, minecraft:grove, CREATURE, minecraft:cow, 8, 4, 4
853, forest, minecraft:grove, CREATURE, minecraft:wolf, 8, 4, 4
854, forest, minecraft:grove, CREATURE, minecraft:rabbit, 5, 2, 3
855, forest, minecraft:grove, CREATURE, minecraft:fox, 8, 2, 4
856, forest, minecraft:grove, CREATURE, mythicmounts:acencia, 10, 1, 3
857, forest, minecraft:grove, CREATURE, mythicmobs:drake, 5, 1, 4
858, forest, minecraft:grove, CREATURE, mythicmobs:kobold, 10, 3, 6
859, forest, minecraft:grove, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
860, forest, minecraft:grove, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
861, forest, minecraft:grove, AMBIENT, minecraft:bat, 10, 8, 8
862, forest, minecraft:grove, AMBIENT, mythicmounts:firebird, 5, 1, 1
863, forest, minecraft:grove, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
864, forest, minecraft:grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
865, private, minecraft:ice_spikes, MONSTER, minecraft:spider, 80, 4, 4
866, private, minecraft:ice_spikes, MONSTER, minecraft:zombie, 80, 4, 4
867, private, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 5, 1, 1
868, private, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
869, private, minecraft:ice_spikes, MONSTER, minecraft:creeper, 80, 4, 4
870, private, minecraft:ice_spikes, MONSTER, minecraft:slime, 80, 4, 4
871, private, minecraft:ice_spikes, MONSTER, minecraft:enderman, 10, 1, 4
872, private, minecraft:ice_spikes, MONSTER, minecraft:witch, 5, 1, 1
873, private, minecraft:ice_spikes, MONSTER, minecraft:stray, 80, 4, 4
874, private, minecraft:ice_spikes, MONSTER, mythicmobs:chupacabra, 20, 1, 1
875, private, minecraft:ice_spikes, MONSTER, mythicmounts:dragon, 80, 1, 1
876, private, minecraft:ice_spikes, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
877, private, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
878, private, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 5, 1, 2
879, private, minecraft:ice_spikes, CREATURE, mythicmobs:drake, 5, 1, 4
880, private, minecraft:ice_spikes, CREATURE, mythicmobs:kobold, 10, 3, 6
881, private, minecraft:ice_spikes, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
882, private, minecraft:ice_spikes, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
883, private, minecraft:ice_spikes, AMBIENT, minecraft:bat, 10, 8, 8
884, private, minecraft:ice_spikes, AMBIENT, mythicmounts:firebird, 5, 1, 1
885, private, minecraft:ice_spikes, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
886, private, minecraft:ice_spikes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
887, nether, incendium:infernal_dunes, MONSTER, minecraft:blaze, 20, 2, 5
888, nether, incendium:infernal_dunes, MONSTER, minecraft:magma_cube, 5, 1, 3
889, nether, incendium:infernal_dunes, MONSTER, minecraft:zombified_piglin, 5, 1, 4
890, nether, incendium:infernal_dunes, MONSTER, minecraft:ghast, 3, 4, 4
891, nether, incendium:infernal_dunes, CREATURE, minecraft:strider, 60, 1, 2
892, nether, incendium:inverted_forest, MONSTER, minecraft:enderman, 5, 4, 4
893, nether, incendium:inverted_forest, MONSTER, minecraft:zombified_piglin, 5, 1, 4
894, nether, incendium:inverted_forest, MONSTER, minecraft:ghast, 3, 4, 4
895, nether, incendium:inverted_forest, CREATURE, minecraft:strider, 60, 1, 2
896, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
897, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
898, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
899, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
900, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:creeper, 80, 4, 4
901, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:slime, 80, 4, 4
902, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 10, 1, 4
903, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
904, extreme_hills, minecraft:jagged_peaks, MONSTER, mythicmobs:chupacabra, 20, 1, 1
905, extreme_hills, minecraft:jagged_peaks, MONSTER, mythicmounts:dragon, 80, 1, 1
906, extreme_hills, minecraft:jagged_peaks, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
907, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:goat, 5, 1, 3
908, extreme_hills, minecraft:jagged_peaks, CREATURE, mythicmobs:drake, 5, 1, 4
909, extreme_hills, minecraft:jagged_peaks, CREATURE, mythicmounts:griffon, 10, 1, 1
910, extreme_hills, minecraft:jagged_peaks, CREATURE, mythicmobs:kobold, 10, 3, 6
911, extreme_hills, minecraft:jagged_peaks, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
912, extreme_hills, minecraft:jagged_peaks, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
913, extreme_hills, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
914, extreme_hills, minecraft:jagged_peaks, AMBIENT, mythicmounts:firebird, 5, 1, 1
915, extreme_hills, minecraft:jagged_peaks, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
916, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
917, private, wilderwild:jellyfish_caves, MONSTER, minecraft:spider, 80, 4, 4
918, private, wilderwild:jellyfish_caves, MONSTER, minecraft:zombie, 80, 4, 4
919, private, wilderwild:jellyfish_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
920, private, wilderwild:jellyfish_caves, MONSTER, minecraft:skeleton, 80, 4, 4
921, private, wilderwild:jellyfish_caves, MONSTER, minecraft:creeper, 80, 4, 4
922, private, wilderwild:jellyfish_caves, MONSTER, minecraft:slime, 80, 4, 4
923, private, wilderwild:jellyfish_caves, MONSTER, minecraft:enderman, 10, 1, 4
924, private, wilderwild:jellyfish_caves, MONSTER, minecraft:witch, 5, 1, 1
925, private, wilderwild:jellyfish_caves, MONSTER, mythicmobs:chupacabra, 20, 1, 1
926, private, wilderwild:jellyfish_caves, MONSTER, mythicmounts:dragon, 80, 1, 1
927, private, wilderwild:jellyfish_caves, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
928, private, wilderwild:jellyfish_caves, CREATURE, mythicmobs:drake, 5, 1, 4
929, private, wilderwild:jellyfish_caves, CREATURE, mythicmobs:kobold, 10, 3, 6
930, private, wilderwild:jellyfish_caves, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
931, private, wilderwild:jellyfish_caves, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
932, private, wilderwild:jellyfish_caves, AMBIENT, minecraft:bat, 10, 8, 8
933, private, wilderwild:jellyfish_caves, AMBIENT, mythicmounts:firebird, 5, 1, 1
934, private, wilderwild:jellyfish_caves, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
935, private, wilderwild:jellyfish_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
936, private, wilderwild:jellyfish_caves, WILDERWILDJELLYFISH, wilderwild:jellyfish, 5, 1, 1
937, jungle, minecraft:jungle, MONSTER, minecraft:spider, 80, 4, 4
938, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 80, 4, 4
939, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
940, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 80, 4, 4
941, jungle, minecraft:jungle, MONSTER, minecraft:creeper, 80, 4, 4
942, jungle, minecraft:jungle, MONSTER, minecraft:slime, 80, 4, 4
943, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 10, 1, 4
944, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
945, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 5, 1, 3
946, jungle, minecraft:jungle, MONSTER, mythicmobs:chupacabra, 20, 1, 1
947, jungle, minecraft:jungle, MONSTER, mythicmounts:dragon, 80, 1, 1
